gene,5ss_pairing,3ss_alternative,PSI
AT2G40410,1272,1374,0.1515
AT2G40410,1272,1366,84.79100000000001
AT2G40410,1272,1359,14.978750000000002
AT2G40410,1272,1340,0.0
AT2G40410,1272,1335,0.0785
AT2G02560,597,684,57.4885
AT2G02560,597,678,40.0115
AT5G36940,2189,2297,21.63925
AT5G36940,2189,2280,75.86075
AT5G62570,497,1033,14.5795
AT5G62570,497,1023,82.73299999999999
AT5G62570,497,980,0.1875
AT3G18500,2134,2236,74.56
AT3G18500,2134,2227,2.90225
AT3G18500,2134,2224,22.5185
AT3G18500,2134,2221,0.01875
AT3G18500,865,1029,60.67125000000001
AT3G18500,865,1000,0.33125
AT3G18500,865,997,37.738
AT3G18500,865,971,1.25975
AT3G19180,2275,2418,71.33725000000001
AT3G19180,2275,2413,6.654999999999999
AT3G19180,2275,2382,1.5765
AT3G19180,2275,2361,17.9315
AT2G45150,442,659,53.432500000000005
AT2G45150,442,632,44.067499999999995
AT3G06400,4535,4627,76.6215
AT3G06400,4535,4624,23.378500000000003
AT3G06400,4535,4610,0.0
AT4G14270,696,790,6.9545
AT4G14270,696,787,0.32675
AT4G14270,696,784,92.71825
AT4G17640,1072,1221,0.005
AT4G17640,1072,1213,10.38375
AT4G17640,1072,1198,89.61125
AT2G32950,854,1012,0.0
AT2G32950,854,991,91.82775
AT2G32950,854,987,8.17225
AT2G44520,960,1059,80.61975
AT2G44520,960,1049,16.88025
AT3G15640,460,680,0.0385
AT3G15640,460,678,3.9870000000000005
AT3G15640,460,675,95.97449999999999
AT4G35310,518,1009,0.00125
AT4G35310,518,997,0.0015
AT4G35310,518,807,1.3232499999999998
AT4G35310,518,759,16.097250000000003
AT4G35310,518,741,77.57674999999999
AT1G67840,2073,2200,0.30575
AT1G67840,2073,2171,84.56075
AT1G67840,2073,2167,12.63325
AT2G35650,1105,1233,75.1625
AT2G35650,1105,1226,22.3375
AT2G35660,488,572,64.49875
AT2G35660,488,564,30.50125
AT1G59520,4090,4485,17.43525
AT1G59520,4090,4464,0.08875
AT1G59520,4090,4401,0.0
AT1G59520,4090,4395,0.16924999999999998
AT1G59520,4090,4385,1.14425
AT1G59520,4090,4380,77.911
AT1G59520,4090,4365,0.752
AT3G01480,1307,1424,0.013250000000000001
AT3G01480,1307,1419,63.056999999999995
AT3G01480,1307,1391,36.92925
AT1G19270,2037,2200,25.581
AT1G19270,2037,2165,74.41900000000001
AT5G67570,1030,1150,1.1875
AT5G67570,1030,1138,60.710750000000004
AT5G67570,1030,1129,38.10225
AT3G60880,433,712,11.31475
AT3G60880,433,709,86.03475
AT3G60880,433,546,0.15075
AT2G45440,540,898,7.47075
AT2G45440,540,895,87.26825
AT2G45440,540,858,0.26075
AT5G23090,248,379,0.38675000000000004
AT5G23090,248,352,84.6375
AT5G23090,248,326,3.3237499999999995
AT5G23090,248,311,11.65325
AT5G23090,910,1005,33.669500000000006
AT5G23090,910,1002,66.3305
AT4G33650,4048,4138,74.40950000000001
AT4G33650,4048,4135,25.49075
AT4G33650,4048,4126,0.0995
AT3G62300,1569,1755,63.298
AT3G62300,1569,1752,31.701999999999998
AT5G11380,2665,2748,75.55499999999999
AT5G11380,2665,2745,0.40175
AT5G11380,2665,2743,24.043
AT3G03950,836,1018,17.1255
AT3G03950,836,1006,80.3745
AT5G58190,301,400,87.90725
AT5G58190,301,397,11.968
AT5G58190,301,366,0.125
AT1G55500,999,1135,38.169
AT1G55500,999,1096,56.82424999999999
AT1G55500,999,1076,0.006750000000000001
AT3G60240,607,730,0.037250000000000005
AT3G60240,607,721,11.105749999999999
AT3G60240,863,987,5.8237499999999995
AT3G60240,863,981,94.17625
AT4G04350,1481,1596,53.605999999999995
AT4G04350,1481,1593,0.24275000000000002
AT4G04350,1481,1573,41.1515
AT2G43160,471,1026,36.621249999999996
AT2G43160,471,1015,3.1592499999999997
AT2G43160,471,1002,0.0
AT2G43160,471,997,60.218750000000014
AT3G59290,3644,3807,17.11775
AT3G59290,3644,3804,82.88225
AT1G79940,151,472,59.57950000000001
AT1G79940,151,469,40.4205
AT5G43430,951,1069,0.091
AT5G43430,951,1053,94.02675
AT5G43430,951,1050,5.88225
AT3G43520,552,1340,0.022
AT3G43520,552,1286,93.3415
AT3G43520,552,1271,3.8917500000000005
AT3G43520,552,1194,0.17750000000000002
AT3G43520,552,1031,0.06775
AT1G31420,3063,3142,0.03275
AT1G31420,3063,3140,50.278
AT1G31420,3063,3137,47.189499999999995
AT2G38660,1650,1749,18.48425
AT2G38660,1650,1747,79.01575
AT1G52500,1885,2171,62.08175
AT1G52500,1885,2154,0.26275
AT1G52500,1885,2029,0.0
AT1G52500,1885,2013,32.186
AT1G52500,1885,1986,0.46925
AT2G32250,3184,3318,0.026500000000000003
AT2G32250,3184,3312,38.72775
AT2G32250,3184,3306,56.24575
AT2G47510,260,379,0.0495
AT2G47510,260,376,0.61
AT2G47510,260,372,19.4435
AT2G47510,260,360,79.898
AT1G51600,446,937,9.096250000000001
AT1G51600,446,933,90.90375
AT3G01040,1268,1373,81.513
AT3G01040,1268,1370,18.487000000000002
AT4G38270,805,1073,22.6305
AT4G38270,805,1069,77.36949999999999
AT4G38270,1211,1296,89.6975
AT4G38270,1211,1286,10.3025
AT3G59410,2041,2315,71.31724999999999
AT3G59410,2041,2312,28.68275
AT5G17410,299,416,76.95349999999999
AT5G17410,299,413,20.546499999999998
AT2G39550,1461,1717,48.2175
AT2G39550,1461,1709,46.7825
AT2G39550,1461,1590,0.0
AT2G31350,435,762,1.1425
AT2G31350,435,706,10.303
AT2G31350,435,703,88.55474999999998
AT1G13980,105,980,0.12974999999999998
AT1G13980,105,941,37.04025
AT1G13980,105,910,62.82974999999999
AT3G27260,2844,3139,14.167750000000002
AT3G27260,2844,3116,81.97274999999999
AT3G27260,2844,3089,1.026
AT3G27260,2844,3011,2.649
AT3G27260,2844,2998,0.1845
AT1G17550,1391,1588,77.50775
AT1G17550,1391,1540,18.793
AT1G17550,1391,1512,0.2365
AT1G17550,1391,1490,3.46375
AT3G42170,226,894,32.343
AT3G42170,226,891,67.48375000000001
AT3G42170,226,861,0.10600000000000001
AT3G42170,226,600,0.0675
AT5G22650,1668,1823,0.003
AT5G22650,1668,1816,0.0042499999999999994
AT5G22650,1668,1813,0.00275
AT5G22650,1668,1811,1.77025
AT5G22650,1668,1808,98.22025000000001
AT1G53490,3077,3211,40.144
AT1G53490,3077,3181,57.16600000000001
AT1G53490,3077,3163,0.18975
AT3G14930,237,340,0.03875
AT3G14930,237,331,3.0174999999999996
AT3G14930,237,322,87.25525
AT3G14930,237,318,7.188250000000001
AT3G23640,434,773,1.3695
AT3G23640,434,770,26.329999999999995
AT3G23640,434,750,69.56375
AT3G23640,434,694,0.119
AT3G23640,434,680,0.11774999999999998
AT5G48545,1348,1515,44.536249999999995
AT5G48545,1348,1508,0.44575
AT5G48545,1348,1505,45.68175
AT5G48545,1348,1493,6.836500000000001
AT5G48545,1348,1480,0.0
AT3G44530,1263,1358,77.20250000000001
AT3G44530,1263,1355,17.797500000000003
AT4G26900,1489,1576,0.5017499999999999
AT4G26900,1489,1573,90.92875
AT4G26900,1489,1569,6.0695
AT5G16820,2305,2393,30.79
AT5G16820,2305,2385,64.21000000000001
AT2G22670,1957,2041,3.2022500000000003
AT2G22670,1957,2035,96.79775
AT5G65670,2388,2688,2.886
AT5G65670,2388,2682,97.114
AT1G09270,406,819,40.078250000000004
AT1G09270,406,815,59.91575
AT1G09270,406,683,0.006
AT2G27760,1474,1642,53.78125
AT2G27760,1474,1637,46.21875
AT2G43680,1258,1370,0.0045
AT2G43680,1258,1363,39.9345
AT2G43680,1258,1360,57.561
AT4G09020,414,514,0.012
AT4G09020,414,508,74.92699999999999
AT4G09020,414,504,20.0605
AT4G20400,3016,3208,0.0
AT4G20400,3016,3205,95.9635
AT4G20400,3016,3202,4.036499999999999
AT4G31430,1299,1407,7.413250000000001
AT4G31430,1299,1377,92.58675000000001
AT5G13530,4202,4563,0.46224999999999994
AT5G13530,4202,4559,23.229000000000003
AT5G13530,4202,4556,71.30850000000001
AT2G32710,712,1591,46.82525
AT2G32710,712,1582,53.174749999999996
AT1G20020,859,959,28.080000000000002
AT1G20020,859,956,64.378
AT1G20020,859,936,0.035500000000000004
AT1G20020,859,933,0.006500000000000001
AT4G31050,576,723,33.36900000000001
AT4G31050,576,665,3.0614999999999997
AT4G31050,576,661,58.5705
AT1G73060,1327,1414,92.0
AT1G73060,1327,1409,8.0
AT3G58490,1325,1412,17.20075
AT3G58490,1325,1408,80.29925
AT4G20380,380,541,0.149
AT4G20380,380,507,20.266249999999996
AT4G20380,380,504,72.51624999999999
AT4G20380,380,501,1.0492500000000002
AT4G20380,380,476,0.32325
AT4G20380,380,446,5.58225
AT4G20380,380,429,0.1125
AT2G32700,357,442,30.022000000000002
AT2G32700,357,439,69.978
AT2G32700,3167,3365,0.040749999999999995
AT2G32700,3167,3350,46.253499999999995
AT2G32700,3167,3344,53.44100000000001
AT2G32700,3167,3320,0.265
AT5G65060,2695,2812,3.16725
AT5G65060,2695,2807,0.39125
AT5G65060,2695,2785,0.00125
AT5G65060,2695,2774,93.941
AT1G53570,3074,3155,50.104
AT1G53570,3074,3152,47.396
AT1G53570,3239,3318,8.916500000000001
AT1G53570,3239,3315,88.58375
AT4G04920,4998,5425,6.228999999999999
AT4G04920,4998,5348,5.16925
AT4G04920,4998,5345,85.76975
AT4G04920,4998,5315,0.0
AT4G04920,4998,5276,0.33324999999999994
AT3G23590,2961,3279,2.053
AT3G23590,2961,3276,3.8534999999999995
AT3G23590,2961,3271,60.995000000000005
AT3G23590,2961,3240,0.066
AT3G23590,2961,3206,7.08425
AT3G23590,2961,3202,23.44625
AT2G14680,2500,3308,59.877750000000006
AT2G14680,2500,3304,40.12225
AT4G00060,2015,2106,0.184
AT4G00060,2015,2100,13.11525
AT4G00060,2015,2091,7.7444999999999995
AT4G00060,2015,2087,78.95575000000001
AT4G31780,759,1232,1.30625
AT4G31780,759,1207,92.826
AT4G31780,759,1196,0.24299999999999997
AT4G31780,759,1194,5.625
AT5G24350,206,400,47.721500000000006
AT5G24350,206,385,49.7785
AT2G05990,168,839,0.0
AT2G05990,168,637,0.0075
AT2G05990,168,634,42.744749999999996
AT2G05990,168,631,54.7475
AT2G35630,5168,5316,23.75975
AT2G35630,5168,5313,76.24025
AT4G24680,776,1276,83.46200000000002
AT4G24680,776,1273,16.498
AT4G24680,776,1221,0.04
AT1G73670,1785,1965,5.683750000000001
AT1G73670,1785,1960,94.31625
AT1G59580,190,537,0.00375
AT1G59580,190,501,0.013500000000000002
AT1G59580,190,498,11.648750000000001
AT1G59580,190,494,8.138499999999999
AT1G59580,190,491,80.196
AT4G04800,1154,1262,5.869750000000001
AT4G04800,1154,1258,94.13025
AT3G01050,1260,1394,0.45499999999999996
AT3G01050,1260,1389,92.8255
AT3G01050,1260,1364,0.091
AT3G01050,1260,1334,1.3815
AT3G01050,1260,1329,0.60275
AT3G01050,1260,1322,4.6455
AT5G04410,856,977,0.38725
AT5G04410,856,973,92.56325000000001
AT5G04410,856,970,6.9465
AT5G04410,856,949,0.0435
AT5G04410,856,930,0.05974999999999999
AT4G26110,2460,3007,0.0005
AT4G26110,2460,2902,0.02275
AT4G26110,2460,2865,4.1235
AT4G26110,2460,2862,95.77425
AT4G26110,2460,2581,0.0215
AT4G26110,2460,2537,0.05775
AT4G05020,887,1086,0.0
AT4G05020,887,1008,0.074
AT4G05020,887,1004,0.0
AT4G05020,887,980,67.26975
AT4G05020,887,977,32.65625
AT5G11790,1449,1580,78.191
AT5G11790,1449,1571,1.78
AT5G11790,1449,1569,12.52825
AT5G05970,3584,3666,77.2775
AT5G05970,3584,3663,22.7225
AT5G13390,2034,2123,55.74375
AT5G13390,2034,2114,31.676500000000004
AT5G13390,2034,2108,10.079
AT5G08190,1025,1113,10.00425
AT5G08190,1025,1110,89.86175
AT5G08190,1025,1081,0.1345
AT2G37060,169,354,1.982
AT2G37060,169,339,12.573
AT2G37060,169,319,14.619499999999999
AT2G37060,169,315,70.826
AT4G25910,301,453,0.0
AT4G25910,301,438,0.01
AT4G25910,301,426,9.750499999999999
AT4G25910,301,407,0.0305
AT4G25910,301,398,0.33975
AT4G25910,301,385,84.869
AT2G43500,3965,4034,80.10274999999999
AT2G43500,3965,4025,12.397250000000001
AT4G28600,2752,2834,82.20174999999999
AT4G28600,2752,2819,17.798250000000003
AT4G08180,1635,1748,11.575999999999999
AT4G08180,1635,1745,88.424
AT4G12460,493,1456,68.607
AT4G12460,493,1453,28.892999999999994
AT4G12460,3324,3667,0.01475
AT4G12460,3324,3661,3.33575
AT4G12460,3324,3640,4.86925
AT4G12460,3324,3626,0.375
AT4G12460,3324,3621,86.70575
AT4G12460,3324,3600,0.92875
AT4G12460,3324,3430,3.7715000000000005
AT4G12460,2352,2614,22.2865
AT4G12460,2352,2607,77.7135
AT5G52520,900,1006,90.194
AT5G52520,900,996,7.306
AT5G21930,1522,1641,66.62925
AT5G21930,1522,1634,33.37075
AT5G21930,1522,1620,0.0
AT2G46910,46,137,87.929
AT2G46910,46,125,12.071
AT2G46910,496,587,84.50725
AT2G46910,496,576,15.492750000000001
AT1G55870,654,788,0.12374999999999999
AT1G55870,654,780,26.81775
AT1G55870,654,761,73.05825
AT3G54010,1661,1755,89.34025
AT3G54010,1661,1751,8.159749999999999
AT3G51390,798,1173,0.281
AT3G51390,798,1141,6.1652499999999995
AT3G51390,798,1126,73.95674999999999
AT3G51390,798,1121,19.4405
AT3G51390,798,889,0.1265
AT3G51390,798,877,0.028749999999999998
AT5G12130,519,671,0.008749999999999999
AT5G12130,519,666,84.07725
AT5G12130,519,661,15.913999999999998
AT5G04510,1397,1509,81.9035
AT5G04510,1397,1478,2.9979999999999998
AT5G04510,1397,1465,15.09975
AT5G08470,5850,6073,0.1305
AT5G08470,5850,6068,5.19625
AT5G08470,5850,6065,89.67325
AT2G45740,264,423,0.00425
AT2G45740,264,419,29.014999999999997
AT2G45740,264,416,66.77125
AT2G45740,264,396,1.709
AT2G45740,264,390,0.0
AT5G61580,2517,2621,15.160500000000003
AT5G61580,2517,2618,84.81800000000001
AT5G61580,2517,2590,0.0215
AT4G22890,2200,2275,11.338750000000001
AT4G22890,2200,2271,88.66125
AT5G58140,4326,4444,0.014750000000000003
AT5G58140,4326,4421,83.6525
AT5G58140,4326,4411,11.3325
AT5G23720,635,774,27.020249999999997
AT5G23720,635,769,70.47975
AT5G23720,635,749,0.0
AT5G35840,2254,2394,0.02
AT5G35840,2254,2390,62.66975
AT5G35840,2254,2354,37.310249999999996
AT1G68890,3033,3117,32.70925
AT1G68890,3033,3104,64.79075
AT1G61850,4679,4773,26.551
AT1G61850,4679,4770,73.449
AT3G16785,1539,1775,28.27575
AT3G16785,1539,1767,71.72425000000001
AT3G16785,1942,2522,0.22975000000000004
AT3G16785,1942,2428,88.1255
AT3G16785,1942,2423,11.645
AT1G18730,406,552,0.028749999999999998
AT1G18730,406,510,0.16724999999999998
AT1G18730,406,495,23.427500000000002
AT1G18730,406,492,66.345
AT1G18730,406,477,0.0315
AT1G50840,2598,2903,24.339750000000002
AT1G50840,2598,2900,70.66025
AT2G05210,867,1123,1.0465
AT2G05210,867,1118,29.79275
AT2G05210,867,1095,23.422000000000004
AT2G05210,867,1029,45.73925
AT5G61770,1739,1826,21.029500000000002
AT5G61770,1739,1823,78.97049999999999
AT4G15510,289,523,14.833250000000001
AT4G15510,289,509,80.167
AT4G15510,615,807,16.8165
AT4G15510,615,797,80.68350000000001
AT3G56650,473,781,0.52375
AT3G56650,473,702,0.017499999999999998
AT3G56650,473,693,0.5370000000000001
AT3G56650,473,682,68.80775
AT3G56650,473,671,25.1145
AT5G04810,1222,1419,22.55275
AT5G04810,1222,1399,75.71
AT5G04810,1222,1373,0.0
AT5G04810,1222,1356,1.7375
AT5G02040,1579,1666,37.391999999999996
AT5G02040,1579,1656,62.60799999999999
AT5G02040,1579,1636,0.0
AT3G55740,444,1108,1.4517499999999999
AT3G55740,444,1076,6.070749999999999
AT3G55740,444,1062,84.978
AT3G55740,444,1018,0.0
AT2G44530,313,449,10.00625
AT2G44530,313,446,89.99375
AT3G26060,286,775,0.0005
AT3G26060,286,766,92.65475
AT3G26060,286,763,7.3447499999999994
AT5G61560,1478,1611,0.72525
AT5G61560,1478,1551,19.864250000000002
AT5G61560,1478,1545,69.41075000000001
AT1G14570,1180,1923,9.014999999999999
AT1G14570,1180,1860,90.98225
AT1G14570,1180,1720,0.00275
AT3G47390,3112,3245,0.0
AT3G47390,3112,3217,0.19899999999999998
AT3G47390,3112,3213,49.1365
AT3G47390,3112,3208,48.164500000000004
AT2G01270,794,890,91.23225
AT2G01270,794,885,8.767750000000001
AT4G39990,404,792,0.027000000000000003
AT4G39990,404,786,96.3345
AT4G39990,404,783,3.59325
AT4G39990,404,732,0.0
AT4G39990,404,642,0.01825
AT4G39990,404,594,0.026500000000000003
AT3G63130,354,609,10.177249999999999
AT3G63130,354,606,89.82275
AT1G32230,3194,3286,69.60275
AT1G32230,3194,3283,30.397250000000003
AT2G23310,1325,1431,19.2
AT2G23310,1325,1428,80.8
AT5G20250,237,345,25.272000000000002
AT5G20250,237,329,74.728
AT5G14610,3944,4029,76.98275000000001
AT5G14610,3944,4026,18.01725
AT3G29390,1593,1754,13.991
AT3G29390,1593,1748,86.009
AT3G29390,2022,2315,41.3615
AT3G29390,2022,2281,57.777499999999996
AT3G29390,2022,2207,0.861
AT5G66160,565,714,10.292750000000002
AT5G66160,565,709,89.70725
AT2G04270,1438,1525,73.92974999999998
AT2G04270,1438,1514,16.070249999999998
AT2G19730,75,256,49.0005
AT2G19730,75,252,50.9695
AT2G19730,75,230,0.029249999999999998
AT5G46430,62,183,0.17124999999999999
AT5G46430,62,180,0.11474999999999999
AT5G46430,62,178,83.36425
AT5G46430,62,174,16.348750000000003
AT4G21150,110,294,0.0
AT4G21150,110,265,0.0055
AT4G21150,110,229,0.003
AT4G21150,110,214,93.69449999999999
AT4G21150,110,201,6.28775
AT4G21150,110,183,0.00925
AT2G27710,207,300,0.023
AT2G27710,207,294,15.48075
AT2G27710,207,291,84.49575
AT5G04800,668,1283,25.741499999999995
AT5G04800,668,1280,74.2585
AT5G52040,2872,2967,80.31524999999999
AT5G52040,2872,2964,19.566000000000003
AT5G52040,2872,2937,0.11925
AT4G02260,3372,3486,55.98100000000001
AT4G02260,3372,3483,41.519
AT1G80650,836,959,17.0925
AT1G80650,836,950,0.15025
AT1G80650,836,948,5.01375
AT1G80650,836,918,77.74449999999999
AT5G02840,2273,2535,17.78975
AT5G02840,2273,2513,82.21025
AT4G01280,872,974,0.29525
AT4G01280,872,972,69.06099999999999
AT4G01280,872,969,30.644
AT3G09600,1689,1882,59.798500000000004
AT3G09600,1689,1860,31.806
AT3G51830,2867,3035,2.0585
AT3G51830,2867,3029,28.617499999999996
AT3G51830,2867,3015,66.82025
AT3G51830,2867,3006,2.5035
AT1G02500,288,944,91.67775
AT1G02500,288,941,8.32225
AT2G36390,214,670,4.68325
AT2G36390,214,665,95.31675
AT5G03650,286,460,10.964
AT5G03650,286,455,88.8605
AT5G03650,286,441,0.034
AT5G03650,286,365,0.14175
AT3G48860,672,798,0.09875
AT3G48860,672,794,5.193
AT3G48860,672,790,89.70875000000001
AT1G21450,475,1015,30.865
AT1G21450,475,1009,66.63499999999999
AT5G62575,188,275,32.87525
AT5G62575,188,272,67.12474999999999
AT5G47490,2478,2792,0.0
AT5G47490,2478,2632,17.573249999999998
AT5G47490,2478,2629,82.42675
AT2G13790,922,1632,0.21150000000000002
AT2G13790,922,1624,0.31074999999999997
AT2G13790,922,1620,87.727
AT2G13790,922,1604,9.17325
AT2G13790,922,1593,0.07725
AT3G45100,1330,1439,14.19975
AT3G45100,1330,1426,85.80025
AT3G45100,1582,1711,0.01175
AT3G45100,1582,1690,3.77975
AT3G45100,1582,1687,24.4015
AT3G45100,1582,1676,70.1025
AT3G45100,1582,1659,1.70475
AT2G21520,354,583,29.426
AT2G21520,354,571,70.574
AT3G24840,2586,2671,58.4345
AT3G24840,2586,2668,39.0655
AT1G64860,2821,2906,6.53375
AT1G64860,2821,2901,90.96624999999999
AT2G01620,713,802,0.041
AT2G01620,713,799,12.108
AT2G01620,713,793,87.85075
AT2G35500,707,799,86.23575000000001
AT2G35500,707,794,11.26425
AT5G19400,4283,4436,0.0045
AT5G19400,4283,4377,87.42675
AT5G19400,4283,4358,12.00375
AT5G19400,4283,4347,0.56525
AT5G19400,4494,4597,5.2010000000000005
AT5G19400,4494,4591,94.799
AT1G07420,1563,1702,82.35725
AT1G07420,1563,1677,0.16025
AT1G07420,1563,1668,17.476499999999998
AT1G07420,1563,1627,0.00625
AT2G23930,632,712,81.01899999999999
AT2G23930,632,709,18.981
AT1G71696,2584,2761,17.49625
AT1G71696,2584,2757,82.50375
AT1G73990,1604,1696,0.12974999999999998
AT1G73990,1604,1689,0.85275
AT1G73990,1604,1681,77.48175
AT1G73990,1604,1671,21.535000000000004
AT1G63690,3246,3386,53.42975000000001
AT1G63690,3246,3382,41.544
AT1G63690,3246,3350,0.025750000000000002
AT2G34630,389,892,85.18575000000001
AT2G34630,389,889,14.814249999999998
AT1G02840,190,286,0.0
AT1G02840,190,277,21.16225
AT1G02840,190,273,78.83775
AT5G46410,1070,1192,90.11525
AT5G46410,1070,1183,9.88475
AT5G19690,4075,4173,37.74825
AT5G19690,4075,4169,62.25175
AT4G34100,3118,3279,28.643500000000007
AT4G34100,3118,3276,71.35650000000001
AT4G34430,2623,2953,0.0
AT4G34430,2623,2805,0.09925
AT4G34430,2623,2797,0.0
AT4G34430,2623,2748,0.5907500000000001
AT4G34430,2623,2737,19.20375
AT4G34430,2623,2731,80.06875
AT4G34430,2623,2727,0.0375
AT2G28290,2577,2694,83.23175
AT2G28290,2577,2691,16.768250000000002
AT3G05710,483,877,0.02025
AT3G05710,483,858,0.06599999999999999
AT3G05710,483,851,0.01975
AT3G05710,483,828,0.7085000000000001
AT3G05710,483,801,0.08149999999999999
AT3G05710,483,799,77.69475
AT3G05710,483,796,21.40975
AT1G28490,825,1016,0.11725
AT1G28490,825,1012,58.11024999999999
AT1G28490,825,1008,41.77275
AT5G64470,605,845,33.289
AT5G64470,605,838,61.71099999999999
AT5G64470,1326,1482,28.356
AT5G64470,1326,1459,71.64399999999999
AT5G06950,1251,1372,0.11499999999999999
AT5G06950,1251,1349,8.0105
AT5G06950,1251,1338,91.87425
AT5G09860,2506,2644,0.3085
AT5G09860,2506,2640,46.43175
AT5G09860,2506,2637,53.2595
AT3G22380,2367,2528,89.0855
AT3G22380,2367,2525,10.9145
AT4G23430,1507,1664,0.052750000000000005
AT4G23430,1507,1653,33.0755
AT4G23430,1507,1623,63.35325
AT4G23430,1507,1591,0.0
AT4G23430,1507,1587,1.018
AT4G23430,1507,1580,0.0
AT3G18890,1121,1206,0.12525
AT3G18890,1121,1200,76.05850000000001
AT3G18890,1121,1195,16.294249999999998
AT3G18890,1121,1170,0.022
AT2G36960,2187,2394,82.06499999999998
AT2G36960,2187,2391,17.935000000000002
AT4G08320,1792,1880,54.703250000000004
AT4G08320,1792,1877,45.296749999999996
AT1G06910,1084,1470,21.282249999999998
